name,address,latitude,longitude,type,zone
DDTECH HUB,"DDTECH HUB, 16B Akintan Street, Dideolu Estate, Lagos 100001, Lagos",6.6303535,3.3374106,tech_hub OR incubator,A
Placement Hub Tech Institute,"8 Adelabu St, off Masha Bus-Stop, Surulere, Lagos 101241, Lagos",6.5009538,3.3501258,tech_hub OR incubator,A
TEHUB ENTERPRISES,"A19 Phone Village, Alaba International, Lagos Nigeria ojo local Government, Lagos 102003, Lagos",6.4581481,3.2019768,tech_hub OR incubator,A
HUB30 Coworking Space,"29, 204 Road, 2nd Ave, Festac Town, Lagos 102312",6.4628383,3.2934209,tech_hub OR incubator,A
NITDA IT HUB,"6 Commercial Rd, University Of Lagos, Lagos 101245, Lagos",6.5164389,3.391422,tech_hub OR incubator,A
CcHUB,"294 Herbert Macaulay Wy, Sabo yaba, Lagos 101245, Lagos",6.5042937,3.3779848,tech_hub OR incubator,A
The Incubator (Tech Innovation Hub),"125 New Lagos Rd, Uselu, Benin City 300103, Edo",6.3707606,5.6161565,tech_hub OR incubator,A
RENOVATIO TECH HUB,"No 21 Mabogunje Estate, Lekki phase 1 NO 12, Odunlami Street Marina lagos Eti Osa Local Government, Lagos 105102",6.4503075,3.390767,tech_hub OR incubator,A
I Tech Hub,"Lekki - Epe Expy, Oko Ado, Lagos 106104, Lagos",6.475898,3.6144,tech_hub OR incubator,A
Techhub NG Solutions,"Block B1, South Drift Court of, Mobil Estate Rd, Aja, Lekki 106104, Lagos",6.4567074,3.5631098,tech_hub OR incubator,A
Techxity hub,"Igbe Rd, Igbogbo, Ikorodu 104101, Lagos",6.5941343,3.5335554,tech_hub OR incubator,A
Premier Hub Innovation Center,"1B Birrel Avenue, Yaba, Onike, Lagos 101245",6.5091721,3.3791713,tech_hub OR incubator,A
Lagos Technology Business Incubator Centre,"6 Balogun St, Pen Cinema, Agege 102212, Lagos",6.6325453,3.3098221,tech_hub OR incubator,A
Print and Tech Hub,"81/90 Abraham Adesanya Complex, Onipanu, Lagos Lagos, Somolu",6.5329688,3.3682176,tech_hub OR incubator,A
Innovation Hub,"35 Adebisi Ogunniyi Cres, Lekki Phase I, Lekki/Ikate And Environs 106104, Lagos",6.4332783,3.4789061,tech_hub OR incubator,A
E-Business Hub Nigeria,"3A Ahmad Tijani Ottun Street, Off Victoria Arobieke St, Eti-Osa, Lagos",6.5244,3.3792,tech_hub OR incubator,A
Techie Base,"Shop B35/36, Platinum Plaza, 7 Adepele St, Ikeja, 100282, Lagos",6.5956671,3.339264,tech_hub OR incubator,A
Space Universe - Tech Hub,"2B Montgomery Rd, Yaba, Lagos 101245, Lagos",6.5082696,3.3727668,tech_hub OR incubator,A
Ogun TechHub,"Kobape Rd, beside PMB Estate, Kobape 110118, Ogun State",7.0943011,3.3963629,tech_hub OR incubator,A
NG HUB,"8 Montgomery Rd, Yaba, Lagos 101245, Lagos",6.5085397,3.3735285,tech_hub OR incubator,A
Techinnover - Software Development Company,"18 Forolagba St, Gbagada, Lagos 100241, Lagos",6.5655492,3.3907036,tech_hub OR incubator,A
TEKHUB NIGERIA LTD,"2nd floor Grace and Faith Tower, beside UBA, Onitsha - Enugu Expy, Awka 420212",6.2279026,7.0772899,tech_hub OR incubator,A
Packaging IT Hub,"9, 1 Ola Ayeni St, Otigba St, computer village, Ikeja 100271, Lagos",6.5962106,3.3400032,tech_hub OR incubator,A
HiiT Plc,"27 Obafemi Awolowo Wy, beside Obafemi Awolowo House, Ikeja, 101233, Lagos",6.5967647,3.3398563,tech_hub OR incubator,A
Hub360,"Shop EU2 9&10 Army Shopping Arena, Oshodi-Isolo, Lagos",6.5648879,3.350417,tech_hub OR incubator,A
TECHHUB DIGITAL SOLUTIONS,"110 Awolowo Rd, Ikoyi, Lagos 100001, Lagos",6.4418367,3.4179163,tech_hub OR incubator,A
Tech hub,"10 Olusesan Ogunro St, Egbeda, Lagos 102213, Lagos",6.5987009,3.2885107,tech_hub OR incubator,A
Immaculate Technology Hub,"Ijeh Police Barracks, behind Line C, Block 8, Ikoyi, Obalende 101232, Lagos",6.4443268,3.4285659,tech_hub OR incubator,A
ByteHub Embedded,"315 Borno Way, Alagomeji-Yaba, Lagos 100001, Lagos",6.4964808,3.377838,tech_hub OR incubator,A
Jishu Tech Hub (OOF),"23b Olumoroti Jaiyesimi St, Bariga, Lagos 102216, Lagos",6.5465043,3.3838764,tech_hub OR incubator,A
Crona Enterprise,"Pen cinema, Agege, Agege, Lagos",6.617214,3.3200546,tech_hub OR incubator,A
PiotecHub,"2 Oseni Agoro St, Ilasamaja, Lagos 100263, Lagos",6.5117583,3.3256086,tech_hub OR incubator,A
Tech Innovation hub,"26 Emma Emeagwai St, Abijor, Lagos 441117, Lagos",6.4618169,3.6621457,tech_hub OR incubator,A
EkoLag Hub,"Binitie plaza, 4 Otigba St, Ikeja, 101233, Lagos",6.5961561,3.3401843,tech_hub OR incubator,A
Trade hub ventures limited,"04 anifat onisemo street, Sanya St, Surulere",6.4807072,3.3269636,tech_hub OR incubator,A
The Roothub Lagos,"117 T. F. Kuboye Rd, street, Lekki 106104, Lagos",6.4287846,3.4589438,tech_hub OR incubator,A
Technospace Innovations and Digital Hub,"10 Francis Oremeji St, Ikeja, Lagos 101233, Lagos",6.5933574,3.3394563,tech_hub OR incubator,A
Innovation Hub,"15 Ayinde Giwa St, Masha, Lagos 101241, Lagos",6.5024563,3.3519218,tech_hub OR incubator,A
ARIGOHUB,"20-14 Hammed Kasumu Street Chevy View Estate, Lekki Penninsula II, Lagos",6.4469729,3.5285427,tech_hub OR incubator,A
TECH UNITE AFRICA,"3rd Floor, Polystar Building, Marwa, Lekki 105102, Lagos",6.4317483,3.4744927,tech_hub OR incubator,A
Hub 9ice Tech,"Shop A1, Prowa Plaza, opposite Kirikiri Police Station, off mile2/berger, Kirikiri, Lagos 102102, Lagos",6.4432219,3.308224,tech_hub OR incubator,A
Easy Hub Nigeria Limited,"2 Pepple St, Ikeja, Lagos 101233, Lagos",6.5942491,3.3412794,tech_hub OR incubator,A
TeeHub Innovative Technology,"7,Francis Oremeji Street, off medical road, computer village Ikeda, Ikeja, Lagos",6.5939129,3.3397162,tech_hub OR incubator,A
Hot Fun Cafe,"32 Calcutta Cres, Apapa Quays, Lagos 102272, Lagos",6.4406404,3.3656087,cafe,A
TOP BEANS. Coffee & More,"17 A Ozumba Mbadiwe Ave, WINGS, Lagos 106104, Lagos",6.4376132,3.4120346,cafe,A
GEEKAS,"4 Calcutta Cres, Apapa Quays, Lagos 102272, Lagos",6.4411706,3.3674009,cafe,A
ART CAFE,"282 Akin Olugbade St, Victoria Island, Lagos 106104, Lagos",6.4313976,3.4203483,cafe,A
Eleba Restaurant & lounge,"18 Ware House Rd, Apapa, Lagos 102272, Lagos",6.4399322,3.3695681,cafe,A
The Galley Restaurant,"Harbour Road, Apapa Quays, Lagos 102272, Lagos",6.4601177,3.3685004,cafe,A
Shop for all cafe,"78 Marine Rd, Apapa, Lagos 100001, Lagos",6.4488601,3.3527754,cafe,A
Cafe Neo,"57 Marina Rd, Lagos Island, Lagos 100221, Lagos",6.4555836,3.3831686,cafe,A
ST. CHRISTOPHER CYBER CAFE,"57, cementery road, amukoko lagos, Cementry Rd, Ajeromi-Ifelodun, Lagos",6.4663423,3.3432727,cafe,A
Cafeteria Nigeria,"16 Akin Adesola St, Victoria Island, Lagos 106104, Lagos",6.4283012,3.4241438,cafe,A
ENNY'S WINE CAFE,"Okoya St, Malu, Lagos 102103, Lagos",6.4594534,3.3434111,cafe,A
Angelos On the Go Centre,"17 Odunlami St, Lagos Island, Lagos 102273, Lagos",6.4519158,3.3908992,cafe,A
Underground Bakery And Fast Food,"3 Kofo Abayomi Ave, Apapa Quays, Lagos 102272, Lagos",6.4467918,3.3702777,cafe,A
Tea and Coffee Spot Cafe,"10 Adeniran Ogunsanya St, Surulere, Lagos 101241, Lagos",6.4981485,3.3579266,cafe,A
Regin Cafe,"Iyalode St, Ajegunle, Lagos 102103, Lagos",6.4562747,3.344544,cafe,A
Avondale Restaurant,"33 Marine Rd, Apapa, Lagos 102272, Lagos",6.4409726,3.3562691,cafe,A
"J&J One for All Restaurant, Bar, Carwash, Barbing and Hairdressing Saloon","18 A Point Rd, Apapa, Lagos 102272, Lagos",6.4505735,3.3634985,cafe,A
The Freshly Ground Coffee Co.,"17b Awolowo Rd, Ikoyi, Lagos 106104, Lagos",6.4434859,3.4114244,cafe,A
MyYa's Cafe,"Myya's Cafe, Plot 6 Muiz Banire St, Lekki Phase I, Lagos 100001, Lagos",6.4380552,3.4708626,cafe,A
Ifeoma kitchen,"4 Ado Ave, off Zeek Avenue, Apapa, Lagos 101251, Lagos",6.4427858,3.3728545,cafe,A
Tantalizers - Apapa,"62 Kofo Abayomi Ave, Apapa Quays, Lagos 100246, Lagos",6.4429543,3.3700216,cafe,A
Nigerian Kitchen,"1B Point Rd, Apapa Quays, Lagos 102272, Lagos",6.4484178,3.3673762,cafe,A
Extra Care Beeswax Enterprise Services (Extra Care Gourmet),"Apapa Rd, Ijora, Lagos 101245, Lagos",6.4655906,3.3640696,cafe,A
Deola Canteen,"Shop No. 41, Aratumi Market, Imam Raji St, Amukoko, Lagos 102272, Lagos",6.4773441,3.3442062,cafe,A
PAUSE | Café & Espresso Bar,"1 Bisway St, Maroko, Lekki 106104, Lagos",6.4363008,3.4510382,cafe,A
God time restaurant,"23 Yaya Cres, Apapa, Lagos 102103, Lagos",6.449072,3.3363703,cafe,A
The Terrace by Delina,"4 Custom St, Lagos Island, Lagos 101231, Lagos",6.4527251,3.3879935,cafe,A
JR Coffee Shop,"Union Bank Headquarters Building, 36 Marina Rd, Lagos Island, Lagos 102273, Lagos",6.4513474,3.3875238,cafe,A
Arewa African Cuisine,"11 Randle Rd, Apapa Quays, Lagos 102272, Lagos",6.4432018,3.3689199,cafe,A
Pleasant cakes and treats limited,"2 Peter Ayansi Cl, off Ladipo Labinjo Crescent, off Bode Thomas Street, Surulere, Lagos 101271, Lagos",6.4858712,3.3593323,cafe,A
Eminent Tech World,"C9Q2+749, Ajegunle, Lagos 102272, Lagos",6.4381542,3.3503614,cafe,A
All in one Restaurant and Bar,"C9V9+MJC, Randle Cres, Apapa, Lagos 102272, Lagos",6.4441965,3.3690095,cafe,A
Ki Bar and Kitchen,"31a Oju Olobun Cl, Victoria Island, Lagos 106104, Lagos",6.4243554,3.4154174,cafe,A
Sweet Kitchen,"6 Orodu St, Ajegunle, Lagos 102103, Lagos",6.4537387,3.3503369,cafe,A
Café bonjour,"46 Awolowo Rd, Ikoyi, Lagos 106104, Lagos",6.4420806,3.415471,cafe,A
Psiphone Small Chops,"Block 52, Dolphin Estate, Phase III, Adeniji Adele Rd, Lagos Island, Lagos",6.4580751,3.3980761,cafe,A
Godsend Spaghetti and Foods,"Kilo Bus Stop, 13 Oduduwa Rd, Surulere, Lagos",6.4468152,3.3583411,cafe,A
Omojesu Foods,"Sapara St, Badia, Lagos 102272, Lagos",6.4566395,3.362037,cafe,A
Da vic's food city,"13 ojodu street, off Amore St, Apapa, Lagos 102241",6.4507571,3.3498232,cafe,A
Taste Best,"F984+HP3, Gaskiya Rd, Badia, Lagos 102272, Lagos",6.4663774,3.3568075,cafe,A
J5 Lounge & Bar,"26-38 Oba Abdulfatai Aremu Aromire St, Apapa, Lagos 102103, Lagos",6.4506931,3.3464233,cafe,A
Karma Restaurant,"17 Burma Rd, Apapa, Lagos 102272, Lagos",6.4379151,3.369569,cafe,A
Smile Cuisine,"Ground floor, Leo block, Eleganza Building, 1 Commercial Rd, Apapa, Lagos 100001, Lagos",6.4424861,3.3732205,cafe,A
De Tastee Fried Chicken,"50 Ware House Rd, Apapa Quays, Lagos 100000, Lagos",6.4384789,3.3649672,cafe,A
宮廷酒店 Palace chinese Restaurant,"3-15 Ede St, Apapa, Lagos 102272, Lagos",6.443828,3.3707059,cafe,A
Mummy Fatimo,"7 Tolu Rd, Ajegunle, Lagos 102103, Lagos",6.4519275,3.3498019,cafe,A
TOP BEANS. Coffee & more,"1436 Sanusi Fafunwa St, Victoria Island, Lagos 106104, Lagos",6.4312706,3.4265114,cafe,A
Payless Afrique De Kitchen Limited,"2, Polysonic Mall, Mall, 1B Point Rd, Apapa, Lagos",6.4484707,3.3673713,cafe,A
Rockhouse Lagos Cafe,"8 Akpoguma St, Ikate, Lagos 100001, Lagos",6.5008358,3.3448307,cafe,A
onikoyi,"38/40 Thomas Animashaun Street, Ebute Metta, Lagos 101245, Lagos",6.484763,3.3765466,cafe,A
Madam B Restaurant,"Boundary, Apapa, 4 Tolu Rd, Lagos",6.4554019,3.3506307,cafe,A
Double Zero Chinese Restaurant,"3-15 Ede Street, Apapa, Lagos 102272, Lagos",6.444193,3.3699083,cafe,A
Codelia Store,"21 Nosamu St, Apapa, Lagos 102103, Lagos",6.4542662,3.3499215,cafe,A
Hard Rock Cafe,"Landmark Village, Water Corporation Road, Oniru, VI, Lagos 550104",6.4230529,3.4444831,cafe,A
Boslat Catering Service,"1 Harbour Road, Naval Base NNS QuorraLagos,, Lagos",6.4586038,3.3697434,cafe,A
myk ebi's international services,"local government, 2 Caulcrick Road, Apapa, Lagos 100001, Lagos",6.4460543,3.3713791,cafe,A
Ojis Chicken,"F944+4JJ, Mobil Rd, Apapa, Lagos 102272, Lagos",6.4553289,3.356519,cafe,A
Haven foods,"8,wosilat street ,off baruwa, Surulere, Lagos",6.483248,3.341752,cafe,A
Liberty Foods,"Apapa, Lagos 102272, Lagos",6.4552545,3.3640589,cafe,A
Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos 100242, Lagos",6.5769284,3.3894864,cafe,A
Eleba Restaurant & lounge,"18 Ware House Rd, Apapa, Lagos 102272, Lagos",6.4399322,3.3695681,restaurant,A
The Galley Restaurant,"Harbour Road, Apapa Quays, Lagos 102272, Lagos",6.4601177,3.3685004,restaurant,A
SABOR LAGOS,"134 Ahmadu Bello Wy, beside Silverbird Cinema, Victoria Island, Lagos 106104, Lagos",6.4287815,3.4085995,restaurant,A
Hearth Restaurant and Bar,"141 Ahmadu Bello Wy, opposite Silverbird, Victoria Island, Lagos 106104, Lagos",6.4283462,3.4091606,restaurant,A
Z Kitchen,"19 Saka Tinubu St, Victoria Island, Lagos 106104, Lagos",6.4271402,3.4192513,restaurant,A
LUKROT AFRICAN FOODS,"local government, 12 Wharf, Road, off Itapeju St, Apapa, Lagos",6.4453756,3.3726095,restaurant,A
GEEKAS,"4 Calcutta Cres, Apapa Quays, Lagos 102272, Lagos",6.4411706,3.3674009,restaurant,A
Yellow Chilli Victoria Island Lagos,"Bishop Oluwole Street, 27 Oju Olobun Cl, Victoria Island, Lagos",6.4249806,3.4152556,restaurant,A
Gaby Lagos,"6a Agoro Odiyan St, Victoria Island, Lagos 101241, Lagos",6.4281609,3.4188722,restaurant,A
Orchid House Thai Restaurant - Apapa,"15a Marine Rd, Apapa, Lagos 102272, Lagos",6.4408947,3.3577917,restaurant,A
Karma Restaurant,"17 Burma Rd, Apapa, Lagos 102272, Lagos",6.4379151,3.369569,restaurant,A
Smile Cuisine,"Ground floor, Leo block, Eleganza Building, 1 Commercial Rd, Apapa, Lagos 100001, Lagos",6.4424861,3.3732205,restaurant,A
Shiro Lagos,"Block XVI 3 & 4 Victoria Island Oniru Estate, Eti-Osa, Lagos 101241",6.4235889,3.4442837,restaurant,A
Cactus Restaurant,"20/24 Ozumba Mbadiwe Ave, Victoria Island, Lagos 106104, Lagos",6.4390122,3.4378511,restaurant,A
Arewa African Cuisine,"11 Randle Rd, Apapa Quays, Lagos 102272, Lagos",6.4432018,3.3689199,restaurant,A
"The Place Restaurant, Victoria island","4-1 Adeola Odeku St, Victoria Island, Lagos 106104, Lagos",6.4297159,3.4099267,restaurant,A
Nigerian Kitchen,"1B Point Rd, Apapa Quays, Lagos 102272, Lagos",6.4484178,3.3673762,restaurant,A
Avondale Restaurant,"33 Marine Rd, Apapa, Lagos 102272, Lagos",6.4409726,3.3562691,restaurant,A
Ifeoma kitchen,"4 Ado Ave, off Zeek Avenue, Apapa, Lagos 101251, Lagos",6.4427858,3.3728545,restaurant,A
Kaly Restaurant & Bar Lounge,"Building, 7th Floor, 1 Akin Adesola Street off Ahmadu Bello way Number One, Victoria Island, Lagos 106104",6.42282,3.4237291,restaurant,A
La megga restaurant,"61 Kofo Abayomi Ave, Apapa Quays, Lagos 102272, Lagos",6.4427543,3.3702254,restaurant,A
Crust & Cream,"11 Musa Yar' Adua St, Victoria Island, Lagos 106104, Lagos",6.4326206,3.4167943,restaurant,A
The Rhythm Restaurant,"1 Kofo Abayomi St, Victoria Island, Lagos 106104, Lagos",6.436529,3.4110752,restaurant,A
